,Day,Time,LMP,bypass_pretreatment_flow,power_from_grid,intake.op_mode,intake.startup,intake.shutdown,intake.energy_intensity,intake.power_consumption,intake.recovery,intake.feed_flowrate,intake.product_flowrate,intake.reject_flowrate,pretreatment.op_mode,pretreatment.startup,pretreatment.shutdown,pretreatment.energy_intensity,pretreatment.power_consumption,pretreatment.recovery,pretreatment.feed_flowrate,pretreatment.product_flowrate,pretreatment.reject_flowrate,reverse_osmosis.op_mode,reverse_osmosis.startup,reverse_osmosis.shutdown,reverse_osmosis.power_consumption,reverse_osmosis.feed_flowrate,reverse_osmosis.product_flowrate,reverse_osmosis.reject_flowrate,reverse_osmosis.inlet_flowrate,reverse_osmosis.leftover_flow,reverse_osmosis.ro_skid[1].op_mode,reverse_osmosis.ro_skid[1].startup,reverse_osmosis.ro_skid[1].shutdown,reverse_osmosis.ro_skid[1].energy_intensity,reverse_osmosis.ro_skid[1].power_consumption,reverse_osmosis.ro_skid[1].recovery,reverse_osmosis.ro_skid[1].feed_flowrate,reverse_osmosis.ro_skid[1].product_flowrate,reverse_osmosis.ro_skid[1].reject_flowrate,reverse_osmosis.ro_skid[2].op_mode,reverse_osmosis.ro_skid[2].startup,reverse_osmosis.ro_skid[2].shutdown,reverse_osmosis.ro_skid[2].energy_intensity,reverse_osmosis.ro_skid[2].power_consumption,reverse_osmosis.ro_skid[2].recovery,reverse_osmosis.ro_skid[2].feed_flowrate,reverse_osmosis.ro_skid[2].product_flowrate,reverse_osmosis.ro_skid[2].reject_flowrate,reverse_osmosis.ro_skid[3].op_mode,reverse_osmosis.ro_skid[3].startup,reverse_osmosis.ro_skid[3].shutdown,reverse_osmosis.ro_skid[3].energy_intensity,reverse_osmosis.ro_skid[3].power_consumption,reverse_osmosis.ro_skid[3].recovery,reverse_osmosis.ro_skid[3].feed_flowrate,reverse_osmosis.ro_skid[3].product_flowrate,reverse_osmosis.ro_skid[3].reject_flowrate,reverse_osmosis.ro_skid[4].op_mode,reverse_osmosis.ro_skid[4].startup,reverse_osmosis.ro_skid[4].shutdown,reverse_osmosis.ro_skid[4].energy_intensity,reverse_osmosis.ro_skid[4].power_consumption,reverse_osmosis.ro_skid[4].recovery,reverse_osmosis.ro_skid[4].feed_flowrate,reverse_osmosis.ro_skid[4].product_flowrate,reverse_osmosis.ro_skid[4].reject_flowrate,posttreatment.op_mode,posttreatment.startup,posttreatment.shutdown,posttreatment.energy_intensity,posttreatment.power_consumption,posttreatment.feed_flowrate,posttreatment.product_flowrate,posttreatment.reject_flowrate,brine_discharge.op_mode,brine_discharge.startup,brine_discharge.shutdown,brine_discharge.feed_flowrate,brine_discharge.power_consumption,num_skids_online,net_power_consumption,water_revenue,demand_response_revenue,emissions_cost,energy_cost
83,1,84,0.52939,2.7744595649848495e-11,654.2603841170211,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.634999999999723,1,1063.4999999999723,1063.4999999999723,0.0,,,,337.962,1063.4999999999723,337.962,388.83799999999997,726.8,336.6999999999723,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,0.0,0.465,3.5123701101353925e-40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.465,3.5123701101353925e-40,0.0,0.0,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,8.021418956853836e-09,2.0,654.2603841170211,0.0,-0.0,0.0,86.58972618692745
84,1,85,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
85,1,86,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
86,1,87,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
87,1,88,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
88,1,89,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
89,1,90,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
90,1,91,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
91,1,92,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
92,1,93,0.12955,7.018873808992985e-12,654.2603841702364,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.63499999999993,1,1063.499999999993,1063.499999999993,0.0,,,,337.962,1063.499999999993,337.962,388.83799999999997,726.8,336.69999999999305,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,1.0,0.0,0.0,1.0,168.981,0.465,363.4,168.981,194.41899999999998,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,0.0,0.0,0.0,1.0,7.2275746993498745e-40,0.465,9.264074483891249e-40,7.227577435405653e-40,1.4235927876206197e-40,1.0,,,0.41,138.56441999999998,337.962,337.962,0.0,0.0,,,725.5379999999999,6.123646107880061e-08,2.0,654.2603841702364,0.0,-0.0,0.0,21.189858192313533
93,1,94,0.12955,6.462236978909261e-12,177.73396425371624,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.634999999999934,1,1063.4999999999936,1063.4999999999936,2.6809007427152694e-40,,,,0.0,1063.4999999999936,0.0,1.3842586749986273e-39,3.171194476705634e-40,1063.4999999999936,0.0,0.0,1.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,1.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,1.0,,,0.41,0.0,0.0,3.333361979888022e-09,0.0,0.0,,,1063.4999999966665,1.4471628303089675e-07,0.0,177.73396425371624,0.0,-0.0,0.0,5.756358767267234
94,1,95,0.12955,6.462236978909261e-12,177.73396425371624,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.634999999999934,1,1063.4999999999936,1063.4999999999936,2.6809007427152694e-40,,,,0.0,1063.4999999999936,0.0,1.3842586749986273e-39,3.171194476705634e-40,1063.4999999999936,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,1.0,,,0.41,0.0,0.0,3.333361979888022e-09,0.0,0.0,,,1063.4999999966665,1.4471628303089675e-07,0.0,177.73396425371624,0.0,-0.0,0.0,5.756358767267234
95,1,96,0.12955,6.462236978909261e-12,177.73396425371624,,,,0.157121734,167.098964109,1,1063.5,1063.5,0.0,1,,,0.01,10.634999999999934,1,1063.4999999999936,1063.4999999999936,2.6809007427152694e-40,,,,0.0,1063.4999999999936,0.0,1.3842586749986273e-39,3.171194476705634e-40,1063.4999999999936,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,0.0,0.0,0.0,1.0,0.0,0.465,0.0,0.0,5.2610230488979686e-40,1.0,,,0.41,0.0,0.0,3.333361979888022e-09,0.0,0.0,,,1063.4999999966665,1.4471628303089675e-07,0.0,177.73396425371624,0.0,-0.0,0.0,5.756358767267234
